tail,1,['Garfield: A Tail of Two Kitties']
rize,1,['Rize']
robber,1,['Bank Robber']
préférée,1,['Ma saison pr\xc3\xa9f\xc3\xa9r\xc3\xa9e']
smile,2,"['Mona Lisa Smile', 'A Smile Like Yours']"
te,1,['Xia Luo Te Fan Nao']
norm,1,['Norm of the North']
ta,1,['Ta Ra Rum Pum']
te3n,1,['Te3n']
megamind,1,['Megamind']
diary,8,"['The Diary of a Teenage Girl', 'Diary of a Wimpy Kid: Rodrick Rules', 'Diary of a Wimpy Kid: Dog Days', 'Diary of a Wimpy Kid', 'Diary of a Mad Black Woman', 'The Rum Diary', ""Bridget Jones's Diary"", 'Diary of the Dead']"
vénus,2,"['V\xc3\xa9nus beaut\xc3\xa9 (institut)', 'La V\xc3\xa9nus \xc3\xa0 la fourrure']"
tigerland,1,['Tigerland']
columbine,1,['Bowling for Columbine']
cable,2,"['Larry the Cable Guy: Health Inspector', 'The Cable Guy']"
lawnmower,2,"['Lawnmower Man 2: Beyond Cyberspace', 'The Lawnmower Man']"
heist,1,['Tower Heist']
dinosaur,2,"['Dinosaur', 'The Good Dinosaur']"
sand,2,"['Under the Sand', 'House of Sand and Fog']"
drillbit,1,['Drillbit Taylor']
soldier's,1,"[""A Soldier's Daughter Never Cries""]"
harry,12,"['Harry Potter and the Half-Blood Prince', ""Harry Potter and the Sorcerer's Stone"", 'Harry Brown', 'Harry Potter and the Goblet of Fire', 'Dumb and Dumberer: When Harry Met Lloyd', 'Harry & Snowman', 'Deconstructing Harry', 'Harry Potter and the Chamber of Secrets', 'Harry Potter and the Deathly Hallows: Part 2', 'Harry Potter and the Prisoner of Azkaban', 'Harry Potter and the Deathly Hallows: Part 1', 'Harry Potter and the Order of the Phoenix']"
small,2,"['Small Time Crooks', 'Small Soldiers']"
dodger,1,['Roger Dodger']
maggie,1,['Maggie']
life:,1,"['Beats, Rhymes & Life: The Travels of a Tribe Called Quest']"
past,5,"['X-Men: Days of Future Past', 'Half Past Dead', 'Blast from the Past', 'The Man Without a Past', 'Ghosts of Girlfriends Past']"
roll's,1,"[""Tie-died: Rock 'n Roll's Most Deadicated Fans""]"
pass,1,['Hall Pass']
shrugged,1,['Atlas Shrugged II: The Strike']
beerfest,1,['Beerfest']
richard,3,"['Richard III', 'The Assassination of Richard Nixon', 'Looking for Richard']"
burgundy,1,['Anchorman: The Legend of Ron Burgundy']
fleur,1,['La fleur du mal']
nurse,1,['Nurse Betty']
method,1,['A Dangerous Method']
full,5,"['The Full Monty', 'Maria Full of Grace', 'Full Frontal', ""Charlie's Angels: Full Throttle"", 'Paid in Full']"
décalage,1,['D\xc3\xa9calage horaire']
hours,5,"['The Hours', 'Summer Hours', 'The Finest Hours', '127 Hours', '13 Hours']"
smartest,1,['Enron: The Smartest Guys in the Room']
copperhead,1,['Copperhead']
november,3,"['The November Man', 'November', 'Sweet November']"
legend,24,"['The Legend of Rita', 'I Am Legend', 'The Legend of Tarzan', 'The Legend of Drunken Master', 'The Legend of Drona', 'Supermensch: The Legend of Shep Gordon', 'Anchorman 2: The Legend Continues', 'The Legend of Hercules', 'Anchorman: The Legend of Ron Burgundy', 'The Legend of Bagger Vance', 'Kung Fu: The Legend Continues', ""The Legend of God's Gun"", ""City Slickers II: The Legend of Curly's Gold"", 'Urban Legend', 'Street Fighter: The Legend of Chun-Li', 'Porn Star: The Legend of Ron Jeremy', 'The Keeper: The Legend of Omar Khayyam', 'The Legend of Zorro', 'The Legend of Sarmoti: Siegfried & Roy', 'The Legend of Suriyothai', 'Sinbad: Legend of the Seven Seas', ""Legend of the Guardians: The Owls of Ga'Hoole"", 'Legend', 'Geronimo: An American Legend']"
pomáhat,1,['Mus\xc3\xadme si pom\xc3\xa1hat']
melancholia,1,['Melancholia']
compliance,1,['Compliance']
experience,3,"['Jonas Brothers: The 3D Concert Experience', 'NASCAR: The IMAX Experience', 'The Girlfriend Experience']"
happy-go-lucky,1,['Happy-Go-Lucky']
boricua's,1,"[""Boricua's Bond""]"
pick,1,['Tenacious D in The Pick of Destiny']
action,5,"['Looney Tunes: Back in Action', 'The Oscar Nominated Short Films 2016: Live Action', 'A Civil Action', 'Last Action Hero', 'Action Jackson']"
carandiru,1,['Carandiru']
vie,5,"['Ma Vie en Rose', ""L'homme qui voulait vivre sa vie"", 'La Vie en Rose', ""La vie apr\xc3\xa8s l'amour"", 'Une vie de chat']"
vii,1,['Star Wars: Episode VII - The Force Awakens']
primal,1,['Primal Fear']
viv,1,['Tom & Viv']
tính,1,['De Mai t\xc3\xadnh']
untraceable,1,['Untraceable']
"dass,",1,"['Ram Dass, Fierce Grace']"
keepin',1,"[""Keep on Keepin' On""]"
lear:,1,['Norman Lear: Just Another Version of You']
pearl,4,"['Pearl Harbor', 'Pearl Jam Twenty', 'Girl with a Pearl Earring', 'Pirates of the Caribbean: The Curse of the Black Pearl']"
sitter,1,['The Sitter']
6,3,"['Big Hero 6', 'Furious 6', 'Girl 6']"
ballad,4,"['The Ballad of Jack and Rose', 'Talladega Nights: The Ballad of Ricky Bobby', 'The Ballad of Little Jo', ""The Ballad of Ramblin' Jack""]"
more,2,"['Caged No More', 'More Than a Game']"
teen,3,"['Aqua Teen Hunger Force Colon Movie Film for Theaters', 'American Teen', 'Not Another Teen Movie']"
makhfi,1,['Raye makhfi']
door,6,"['The Door in the Floor', 'The Other Side of the Door', 'Screen Door Jesus', 'The Girl Next Door', 'The Boy Next Door', 'The Spy Next Door']"
chucky,2,"['Seed of Chucky', 'Bride of Chucky']"
company,7,"['The Company', 'In the Company of Men', 'The Company You Keep', 'Bad Company', 'Company Man', 'The Company Men', 'In Good Company']"
bandslam,1,['Bandslam']
brooms,1,['Men with Brooms']
coyote,1,['Coyote Ugly']
doom,2,"['The Doom Generation', 'Doom']"
tees,1,['Tees Maar Khan']
keeping,4,"['Keeping Mum', 'Keeping the Faith', 'Keeping Up with the Joneses', 'Keeping Up with the Steins']"
fatal,1,['Fatal Instinct']
phillip,1,['I Love You Phillip Morris']
mall,2,"['Paul Blart: Mall Cop', 'Paul Blart: Mall Cop 2']"
morgan,1,['Morgan']
caribbean:,4,"[""Pirates of the Caribbean: Dead Man's Chest"", 'Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: At World's End"", 'Pirates of the Caribbean: On Stranger Tides']"
knocked,1,['Knocked Up']
male,2,"['Deuce Bigalow: Male Gigolo', 'The Myth of the Male Orgasm']"
tout?,1,['Who Is Cletis Tout?']
mala,1,['A la mala']
beautiful,10,"['Beautiful Thing', 'Beautiful', 'A Beautiful Planet', 'The Beautiful Country', ""She's Beautiful When She's Angry"", 'Beautiful People', 'A Beautiful Mind', 'Life Is Beautiful', 'Beautiful Creatures', 'Beautiful Girls']"
memoirs,2,"['Memoirs of a Geisha', 'Memoirs of an Invisible Man']"
states,4,"['Casino Jack and the United States of Money', 'C.S.A.: The Confederate States of America', 'The United States of Leland', '2 States']"
dogmen,1,['Last of the Dogmen']
latcho,1,['Latcho Drom']
sense,4,"['Ayn Rand: A Sense of Life', ""Smilla's Sense of Snow"", 'Sense and Sensibility', 'The Sixth Sense']"
dress,1,['Devil in a Blue Dress']
scoundrels,1,['School for Scoundrels']
hugo,1,['Hugo']
browne,1,['Agnes Browne']
instruments:,1,['The Mortal Instruments: City of Bones']
browns,1,['Meet the Browns']
reveries,1,"['Lo and Behold, Reveries of the Connected World']"
creature,1,['Creature']
"bosch,",1,"['Hieronymus Bosch, Touched by the Devil']"
transsiberian,1,['Transsiberian']
oleander,1,['White Oleander']
notre,2,"['The Hunchback of Notre Dame', 'Notre musique']"
maaro,1,['Dum Maaro Dum']
plane,2,"['Soul Plane', 'Snakes on a Plane']"
waves,1,['Breaking the Waves']
volta?,1,['Que Horas Ela Volta?']
xxx:,1,['xXx: State of the Union']
leroy,1,['Author: The JT LeRoy Story']
rowdy,1,['Rowdy Rathore']
brüno,1,['Br\xc3\xbcno']
django,1,['Django Unchained']
charlie's,2,"[""Charlie's Angels"", ""Charlie's Angels: Full Throttle""]"
mexican,2,"['A Day Without a Mexican', 'The Mexican']"
trade,2,"['Trade', 'World Trade Center']"
paper,4,"['Paper Towns', 'Paper Heart', 'The Paper', 'Paper Clips']"
scott,1,['Scott Pilgrim vs. the World']
pane,1,['Pane e tulipani']
signs,1,['Signs']
broadway,2,"['Just 45 Minutes from Broadway', 'Bullets Over Broadway']"
smiling,1,['Smiling Fish & Goat on Fire']
scooby-doo,2,"['Scooby-Doo', 'Scooby-Doo 2: Monsters Unleashed']"
deeds,2,"['Good Deeds', 'Mr. Deeds']"
poetic,1,['Poetic Justice']
bummer,1,['Judy Moody and the Not Bummer Summer']
sauce,1,['Catfish in Black Bean Sauce']
formosa,1,['Formosa Betrayed']
skipped,1,['The Beat That My Heart Skipped']
sucker,1,['Sucker Punch']
gadget,1,['Inspector Gadget']
personne,1,"[""Personne ne m'aime""]"
wasabi,2,"['Wasabi', 'Wasabi Tuna']"
slipping-down,1,['A Slipping-Down Life']
it!,1,['Go for It!']
respiro,1,['Respiro']
hereafter,2,"['The Sweet Hereafter', 'Hereafter']"
riefenstahl,1,['Die Macht der Bilder: Leni Riefenstahl']
always,1,['But Always']
found,3,"['Then She Found Me', 'Lost and Found in Armenia', 'Lost & Found']"
lantern,1,['Green Lantern']
england,1,['This Is England']
upstairs,1,['The Dancer Upstairs']
highwaymen,1,['Highwaymen']
zohan,1,"[""You Don't Mess with the Zohan""]"
operation,2,"['Operation Dumbo Drop', 'Alex Rider: Operation Stormbreaker']"
really,1,"[""Clifford's Really Big Movie""]"
missed,1,['One Missed Call']
blacks,1,['Meet the Blacks']
sematary,1,['Pet Sematary II']
"beats,",1,"['Beats, Rhymes & Life: The Travels of a Tribe Called Quest']"
meira,1,['F\xc3\xa9lix et Meira']
darling,1,['Darling Companion']
beavis,2,"['Beavis and Butt-Head Do America', 'Beavis and Butt-Head']"
highway,2,"['Highway', 'Lost Highway']"
risen,1,['Risen']
ouest,1,['Est - Ouest']
séduction,1,['La grande s\xc3\xa9duction']
imagine,2,"['Imagine Me & You', 'Imagine That']"
rises,1,['The Dark Knight Rises']
kings,10,"['Street Kings', 'When We Were Kings', 'Exodus: Gods and Kings', 'The Original Kings of Comedy', 'Kings of Pastry', 'Suicide Kings', 'The Kings of Summer', 'Kings & Queen', 'Three Kings', 'The Mambo Kings']"
d'agnès,1,"[""Les plages d'Agn\xc3\xa8s""]"
forrester,1,['Finding Forrester']
belleville,1,['The Triplets of Belleville']
testament,1,['Testament of Youth']
kulinaris,1,['Shekvarebuli kulinaris ataserti retsepti']
castle,8,"['Haunted Castle', 'Brooklyn Castle', 'The Castle', 'The Swan Princess: Escape from Castle Mountain', ""Howl's Moving Castle"", 'The Last Castle', 'Harold & Kumar Go to White Castle', 'I Capture the Castle']"
major,3,"['Major Payne', 'Major League II', 'Major League: Back to the Minors']"
wilder,2,"['Van Wilder', 'Van Wilder 2: The Rise of Taj']"
contender,1,['The Contender']
number,4,"['Lucky Number Slevin', 'The Number 23', 'Jackass Number Two', 'I Am Number Four']"
game-on,1,['Game-On']
xin,1,['Xin hua lu fang']
glitter,1,['Glitter']
guess,1,['Guess Who']
heads,1,['8 Heads in a Duffel Bag']
guest,3,"['The Winter Guest', 'Uninvited Guest', 'The Guest']"
world...,1,['In a World...']
tova,1,['Mita Tova']
arlington,1,['Arlington Road']
malèna,1,['Mal\xc3\xa8na']
hamptons,1,['Last Summer in the Hamptons']
saint,7,"['The Saint of Fort Washington', 'The Masked Saint', 'Th\xc3\xa9r\xc3\xa8se: The Story of Saint Th\xc3\xa9r\xc3\xa8se of Lisieux', 'Saint Ralph', 'Yves Saint Laurent', 'Saint Laurent', 'The Saint']"
crow,1,['The Crow']
jem,1,['Jem and the Holograms']
secretariat,1,['Secretariat']
zeus,1,['Zeus and Roxanne']
elling,1,['Elling']
hollywood,7,"['Jimmy Hollywood', 'Hollywood Ending', 'Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland', ""Billy's Hollywood Screen Kiss"", 'Hollywood Buddha', 'Fassbinder in Hollywood', 'Hollywood Homicide']"
ave.,1,['Monument Ave.']
hanyo,1,['Hanyo']
getaway,3,"['A Perfect Getaway', 'The Getaway', 'Getaway']"
aaj,1,['Love Aaj Kal']
annihilation,1,['Mortal Kombat: Annihilation']
marriage,1,['Temptation: Confessions of a Marriage Counselor']
video,1,"[""Benny's Video""]"
bhi,1,['Phir Bhi Dil Hai Hindustani']
aces:,1,['Aces: Iron Eagle III']
charlotte's,1,"[""Charlotte's Web""]"
golmaal,1,['Golmaal 3']
29-29,1,['Harvard Beats Yale 29-29']
guarding,1,['Guarding Tess']
l'homme,3,"[""L'homme qui voulait vivre sa vie"", ""L'homme qu'on aimait trop"", ""L'homme id\xc3\xa9al""]"
odd,2,"['The Odd Life of Timothy Green', 'The Odd Couple II']"
recognizing,1,['A Guide to Recognizing Your Saints']
geschichte,1,['Die Geschichte vom weinenden Kamel']
victor,2,"['Raising Victor Vargas', 'Victor Frankenstein']"
dernier,2,"['Matusalem II: le dernier des Beauchesne', 'Le dernier souffle']"
play,6,"['Play the Game', 'Play It to the Bone', 'Shut Up and Play the Hits', 'Two Can Play That Game', 'Queen to Play', 'State of Play']"
singles,2,"['The Singles Ward', 'Singles']"
brooklyn,4,"['Brooklyn Rules', 'Vampire in Brooklyn', 'Brooklyn Castle', 'Brooklyn']"
plan,5,"['Escape Plan', 'The Game Plan', ""Maggie's Plan"", 'The Back-up Plan', 'A Simple Plan']"
mia!,1,['Mamma Mia!']
cover,1,['Deep Cover']
stoning,1,['The Stoning of Soraya M.']
mindhunters,1,['Mindhunters']
brisco,1,['The Adventures of Brisco County Jr.']
saratov,1,['The Saratov Approach']
brigham,1,['Brigham City']
gold,9,"['City of Gold', ""Fool's Gold"", 'Neil Young: Heart of Gold', 'Gold', 'Woman in Gold', 'Gold Diggers: The Secret of Bear Mountain', ""Ulee's Gold"", ""National Lampoon's Gold Diggers"", ""City Slickers II: The Legend of Curly's Gold""]"
blended,1,['Blended']
session,1,['Session 9']
naomi,1,['Alan & Naomi']
informant!,1,['The Informant!']
impact,1,['Deep Impact']
writer,1,['The Ghost Writer']
peculiar,1,"[""Miss Peregrine's Home for Peculiar Children""]"
1408,1,['1408']
adventureland,1,['Adventureland']
equity,1,['Equity']
ultron,1,['Avengers: Age of Ultron']
turnaround,1,"[""My Life's in Turnaround""]"
giants,4,"['Riding Giants', 'Little Giants', 'Facing the Giants', 'Among Giants']"
magicians,1,['Travelers and Magicians']
dandelion,1,['Like Dandelion Dust']
actress,1,['My Wife Is an Actress']
compass,1,['The Golden Compass']
fatale,1,['Femme Fatale']
naren,1,['Nashan naren nagou']
enemy,6,"['Enemy', 'Mesrine Part 2: Public Enemy #1', 'Walking with the Enemy', 'Enemy at the Gates', 'Enemy of the State', 'Behind Enemy Lines']"
cry,2,"['Tibet: Cry of the Snow Lion', ""Boys Don't Cry""]"
caramel,1,['Caramel']
river,6,"['Keep the River on Your Right: A Modern Cannibal Tale', 'A River Runs Through It', 'Mystic River', 'River of Grass', 'Frozen River', 'The River Wild']"
diario,1,['Caro diario']
littleman,1,['Littleman']
set,2,"['Set It Off', 'The TV Set']"
c.h.o.,1,['Margaret Cho: Notorious C.H.O.']
jade,2,"['The Curse of the Jade Scorpion', 'Jade']"
sez,1,['Simon Sez']
sex,14,"['Sex and Lucia', 'The Opposite Sex and How to Live with Them', ""Relax... It's Just Sex"", 'Sex and the City', 'Just a Little Harmless Sex', 'Sex Tape', 'Love & Sex', 'Sex Drive', 'Sex with Strangers', 'The Opposite of Sex', 'Love, Sex and Eating the Bones', ""Let's Talk About Sex"", 'Sex and the City 2', 'Sex Is...']"
see,6,"['See Spot Run', 'Now You See Me', ""I'll See You in My Dreams"", 'When Did You Last See Your Father?', 'See No Evil', 'Now You See Me 2']"
migration,1,['Winged Migration']
sea,21,"['Across the Sea of Time', 'City by the Sea', 'Wide Sargasso Sea', 'Song of the Sea', 'The Sea Inside', 'The Deep Blue Sea', 'Deep Sea', 'Percy Jackson: Sea of Monsters', 'Manchester by the Sea', 'Black Sea', 'Deep Blue Sea', 'Under the Sea 3D', 'Sea Rex 3D: Journey to a Prehistoric World', 'Beyond the Sea', 'Out to Sea', 'Two If by Sea', 'Swept from the Sea', 'In the Heart of the Sea', 'By the Sea', 'The Salton Sea', 'Sea Monsters: A Prehistoric Adventure']"
bäst!,1,['Vi \xc3\xa4r b\xc3\xa4st!']
maggie's,1,"[""Maggie's Plan""]"
spirits,2,"['Final Fantasy: The Spirits Within', 'The House of the Spirits']"
mononoke,1,['Princess Mononoke']
movie,63,"['Mighty Morphin Power Rangers: The Movie', 'Jackass: The Movie', 'Pok\xc3\xa9mon: The First Movie - Mewtwo Strikes Back', 'Puella Magi Madoka Magica the Movie Part 1: Beginnings', 'Hava Nagila: The Movie', 'El vacil\xc3\xb3n: The Movie', 'The Rugrats Movie', 'Turbo: A Power Rangers Movie', 'Movie 43', 'Another Gay Movie', 'Hey Arnold! The Movie', 'Cowboy Bebop: The Movie', 'Scary Movie 5', 'Ultimate X: The Movie', 'The Peanuts Movie', ""Tim and Eric's Billion Dollar Movie"", 'Jonah: A VeggieTales Movie', 'Scary Movie 3', ""Piglet's Big Movie"", 'Left Behind: The Movie', 'Pok\xc3\xa9mon: The Movie 2000', 'Still We Believe: The Boston Red Sox Movie', 'The Tigger Movie', 'Disaster Movie', 'Yu-Gi-Oh!: The Movie', ""Clifford's Really Big Movie"", 'The Greatest Movie Ever Sold', 'Shaun the Sheep Movie', 'The Simpsons Movie', 'The Wild Thornberrys Movie', 'Date Movie', 'Hannah Montana: The Movie', 'Home Movie', 'Rudolph the Red-Nosed Reindeer: The Movie', 'Nitro Circus: The Movie', 'A Goofy Movie', 'Aqua Teen Hunger Force Colon Movie Film for Theaters', 'Not Another Teen Movie', 'Bee Movie', 'Absolutely Fabulous: The Movie', 'The Powerpuff Girls Movie', 'The Lego Movie', 'Scary Movie 2', 'The SpongeBob SquarePants Movie', 'Epic Movie', 'Superhero Movie', 'American Movie', 'Scary Movie 4', 'X Games 3D: The Movie', 'Rugrats in Paris: The Movie', 'The Brady Bunch Movie', 'Freebird... The Movie', 'Scary Movie', 'Glee: The 3D Concert Movie', 'Mystery Science Theater 3000: The Movie', 'The Lizzie McGuire Movie', 'Wigstock: The Movie', 'Digimon: The Movie', 'Gumby: The Movie', ""Doug's 1st Movie"", 'Tom and Jerry: The Movie', ""The Pirates Who Don't Do Anything: A VeggieTales Movie"", ""Pooh's Heffalump Movie""]"
foxcatcher,1,['Foxcatcher']
demons,1,['Angels & Demons']
"girl,",1,"['Girl, Interrupted']"
rite,1,['The Rite']
monsters,7,"['Gods and Monsters', 'Percy Jackson: Sea of Monsters', 'Scooby-Doo 2: Monsters Unleashed', 'Monsters vs. Aliens', 'Monsters', 'Flying Monsters 3D with David Attenborough', 'Monsters University']"
rita,2,"['The Legend of Rita', 'Chico & Rita']"
knowing,1,['Knowing']
tristan,1,['Tristan + Isolde']
sidste,1,['Mifunes sidste sang']
incident,1,['Incident at Oglala']
on_line,1,['On_Line']
bonhoeffer,1,['Bonhoeffer']
last,52,"['The Last Mimzy', 'Last of the Dogmen', 'Last Vegas', 'Valentino: The Last Emperor', 'Last Chance Harvey', 'The Last Days', 'The Last Lions', 'The Last Stand', 'The Last Kiss', 'About Last Night', 'Last Ounce of Courage', 'The Last Station', 'Last Orders', 'The Last of the Mohicans', 'The Last Castle', 'When Did You Last See Your Father?', 'The Last September', 'The Last Seduction', 'Last Man Standing', 'Last Action Hero', 'The Last Sin Eater', 'X-Men: The Last Stand', 'The Last of Robin Hood', 'The Last Exorcism', 'Last Holiday', 'The Last Mistress', 'I Know What You Did Last Summer', 'The Last Godfather', 'The Last Shot', 'Last Summer in the Hamptons', 'Last Days in Vietnam', 'The Last House on the Left', 'The Last Big Thing', 'The Last Song', 'Blood: The Last Vampire', 'The Last King of Scotland', 'The Last Samurai', 'The Last Days of Disco', 'The Last Legion', ""Mao's Last Dancer"", 'The Last Days of Chez Nous', 'The Last Supper', 'Last Resort', 'Last Dance', 'The Last Exorcism Part II', 'The Last Witch Hunter', 'Save the Last Dance', 'The Last Airbender', 'The Last Good Time', 'FernGully: The Last Rainforest', 'Last Days', 'I Still Know What You Did Last Summer']"
peggy,1,['Peggy Guggenheim: Art Addict']
thou,2,"['Woman Thou Art Loosed', 'Woman Thou Art Loosed: On the 7th Day']"
invictus,1,['Invictus']
spirit:,1,['Spirit: Stallion of the Cimarron']
thor,1,['Thor']
connection,1,['The Connection']
whole,3,"['The Whole Ten Yards', 'The Whole Wide World', 'The Whole Nine Yards']"
messiah,1,['The Young Messiah']
patty,1,['Guerrilla: The Taking of Patty Hearst']
bell,2,"['The Diving Bell and the Butterfly', 'Wedding Bell Blues']"
celeste,1,['Celeste & Jesse Forever']
n'ever,1,"[""Happily N'Ever After""]"
leon,1,['Leon the Pig Farmer']
hollow,3,"['Hollow Man', 'Hollow Reed', 'Sleepy Hollow']"
océans,1,['Oc\xc3\xa9ans']
church,3,"[""I'm in Love with a Church Girl"", 'Church Ball', 'Mr. Church']"
raw,1,['WWE Raw']
souffle,1,['Le dernier souffle']
devil,9,"['Ride with the Devil', 'Hieronymus Bosch, Touched by the Devil', ""Before the Devil Knows You're Dead"", 'The Devil Wears Prada', 'The Devil Inside', 'I Saw the Devil', 'The Devil and Daniel Johnston', 'Devil', 'Devil in a Blue Dress']"
filth,2,"['Filth to Ashes, Flesh to Dust', 'The Filth and the Fury']"
delgo,1,['Delgo']
bartleby,1,['Bartleby']
firm,1,['The Firm']
swordsman:,1,['The Blind Swordsman: Zatoichi']
champion,1,['Carman: The Champion']
dhoni:,1,['M.S. Dhoni: The Untold Story']
what's,6,"[""What's Your Raashee?"", ""What's Love Got to Do with It"", ""What's the Worst That Could Happen?"", ""What's Eating Gilbert Grape"", ""What's Cooking?"", ""What's Your Number?""]"
fritz,1,['Der Staat gegen Fritz Bauer']
awake,2,"['Wide Awake', 'Awake']"
towns,1,['Paper Towns']
xiong,2,"['Tian di ying xiong', 'Zhui xiong zhe ye']"
(untitled),1,['(Untitled)']
caged,1,['Caged No More']
straight,3,"['Straight Talk', 'Straight Outta Compton', 'The Straight Story']"
monsters:,1,['Sea Monsters: A Prehistoric Adventure']
forgetting,1,['Forgetting Sarah Marshall']
error,1,['Trial and Error']
frighteners,1,['The Frighteners']
kissing,2,"['Kissing a Fool', 'Kissing Jessica Stein']"
"monsters,",1,"['Monsters, Inc.']"
robin,4,"['Robin Hood: Men in Tights', 'The Last of Robin Hood', 'Batman & Robin', 'Robin Hood']"
ami,2,"['Mon meilleur ami', 'Bel Ami']"
30,4,"['13 Going on 30', 'Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland', '30 Minutes or Less', '30 Days of Night']"
doa:,1,['DOA: Dead or Alive']
vom,1,['Die Geschichte vom weinenden Kamel']
von,1,['Die Salzm\xc3\xa4nner von Tibet']
greendale,1,['Greendale']
alaska,2,"['Alaska', 'Mystery, Alaska']"
vow,1,['The Vow']
mujhse,1,['Mujhse Dosti Karoge!']
chase,2,"['The Chase', 'Losing Chase']"
funny,4,"['Funny People', 'Funny Games', 'Funny Bones', ""It's Kind of a Funny Story""]"
barney,1,['Barney & Friends']
starlight,1,['Frankie Starlight']
angela's,1,"[""Angela's Ashes""]"
jawbreaker,1,['Jawbreaker']
seamstress,1,['Balzac and the Little Chinese Seamstress']
theremin:,1,['Theremin: An Electronic Odyssey']
read,1,['Read My Lips']
2032,1,['SeaQuest 2032']
premonition,1,['Premonition']
dreamcatcher,1,['Dreamcatcher']
defeat,1,['The Inevitable Defeat of Mister & Pete']
folks!,1,['Folks!']
purge:,2,"['The Purge: Election Year', 'The Purge: Anarchy']"
vargas,1,['Raising Victor Vargas']
infamous,1,['Infamous']
mommas:,1,"['Big Mommas: Like Father, Like Son']"
yet?,2,"['Are We Done Yet?', 'Are We There Yet?']"
madea's,3,"[""Madea's Big Happy Family"", ""Madea's Family Reunion"", ""Madea's Witness Protection""]"
nagou,1,['Nashan naren nagou']
raider:,1,['Lara Croft Tomb Raider: The Cradle of Life']
schweigens,1,['Im Labyrinth des Schweigens']
kambakkht,1,['Kambakkht Ishq']
person,1,['Third Person']
kells,1,['The Secret of Kells']
cannes,1,['Festival in Cannes']
kelly,3,"['Ned Kelly', 'Reckless Kelly', 'From Justin to Kelly']"
squanto:,1,"[""Squanto: A Warrior's Tale""]"
holmes,2,"['Sherlock Holmes', 'Mr. Holmes']"
theeb,1,['Theeb']
adorenarin,1,['Adorenarin doraibu']
hercules,2,"['Hercules', 'The Legend of Hercules']"
ha'halal,1,"[""Lemale et ha'halal""]"
elizabethtown,1,['Elizabethtown']
goblet,1,['Harry Potter and the Goblet of Fire']
unfriended,1,['Unfriended']
admission,1,['Admission']
dhan,1,['Prem Ratan Dhan Payo']
aloha,1,['Aloha']
signals,1,['Smoke Signals']
rangers,3,"['Turbo: A Power Rangers Movie', 'Texas Rangers', 'Mighty Morphin Power Rangers']"
resemblances,1,['Family Resemblances']
parents,1,['Meet the Parents']
sydney,1,['Sydney White']
courtney,1,['Kurt & Courtney']
furniture,1,['Tiny Furniture']
australia,1,['Australia']
musketeers,2,"['Ring of the Musketeers', 'The Three Musketeers']"
couple,1,['The Odd Couple II']
in-cheon,1,['In-cheon sang-ryuk jak-jeon']
wives,3,"['The Stepford Wives', 'The First Wives Club', 'Husbands and Wives']"
quest,4,"['Beats, Rhymes & Life: The Travels of a Tribe Called Quest', 'The Quest', 'Quest for Camelot', 'Galaxy Quest']"
d,3,"['Tenacious D in The Pick of Destiny', 'House of D', 'The D Train']"
governess,1,['The Governess']
raanjhanaa,1,['Raanjhanaa']
chorus,1,['The Chorus']
ivan,1,['Ivan & Abraham']
tribes,1,['Dolphins and Whales 3D: Tribes of the Ocean']
spring,3,"['Spring Breakers', 'Spring, Summer, Fall, Winter... and Spring', 'Spring Forward']"
b.,2,"['B. Monkey', 'Cecil B. DeMented']"
bounce,4,"['The Big Bounce', 'Bounce', 'The Bounce Back', 'Roll Bounce']"
mighty,11,"['Mighty Joe Young', 'Mighty Morphin Power Rangers', 'A Mighty Wind', 'D3: The Mighty Ducks', 'Mighty Morphin Power Rangers: The Movie', 'D2: The Mighty Ducks', 'The Mighty', 'The Mighty Ducks', 'The Mighty Macs', 'Mighty Aphrodite', 'A Mighty Heart']"
sight,3,"['No End in Sight', 'Out of Sight', 'At First Sight']"
curious,2,"['The Curious Case of Benjamin Button', 'Curious George']"
irresistible,1,['Simply Irresistible']
sharma,1,['Humpty Sharma Ki Dulhania']
mummy,2,"['The Mummy Returns', 'The Mummy']"
oblivion,3,"['Living in Oblivion', 'Wondrous Oblivion', 'Oblivion']"
superman:,1,['Batman v Superman: Dawn of Justice']
be,21,"['Be Here to Love Me: A Film About Townes Van Zandt', 'Born to Be Blue', 'There Will Be Blood', ""Let's Be Cops"", 'Be Cool', 'Be Kind Rewind', ""Don't Be Afraid of the Dark"", 'How to Be Single', 'There Be Dragons', 'This Must Be the Place', ""Howard Zinn: You Can't Be Neutral on a Moving Train"", ""Glen Campbell: I'll Be Me"", 'Born to Be Wild', 'Everybody Wants to Be Italian', 'Bucky Larson: Born to Be a Star', ""Don't Be a Menace to South Central While Drinking Your Juice in the Hood"", 'When Will I Be Loved', 'How to Be a Player', 'To Be and to Have', ""I'll Be Home for Christmas"", 'Girls Will Be Girls']"
object,1,['The Object of My Affection']
bc,1,"['10,000 BC']"
crooks,1,['Small Time Crooks']
bu,2,"['Wo bu shi Pan Jin Lian', 'Yi ge dou bu neng shao']"
nowhere,3,"['Camp Nowhere', 'Nowhere Boy', 'Nowhere to Run']"
